# User:                creplogle  Version:             NPSS_2.8Date: 03/11/24  Time: 16:18:06

           CASE           time      F010in.Tt      F010in.Pt      F010in.ht       F010in.s       F010in.W     F010in.Cpt    F010in.gamt    F010in.rhot     F010out.Tt     F010out.Pt     F010out.ht      F010out.s      F010out.W    F010out.Cpt   F010out.gamt   F010out.rhot        F020.Tt        F020.Pt        F020.ht         F020.s         F020.W       F020.Cpt      F020.gamt      F020.rhot        F040.Tt        F040.Pt        F040.ht         F040.s         F040.W       F040.Cpt      F040.gamt      F040.rhot        F050.Tt        F050.Pt        F050.ht         F050.s         F050.W       F050.Cpt      F050.gamt      F050.rhot        F060.Tt        F060.Pt        F060.ht         F060.s         F060.W       F060.Cpt      F060.gamt      F060.rhot        F070.Tt        F070.Pt        F070.ht         F070.s         F070.W       F070.Cpt      F070.gamt      F070.rhot  Cooler.Fl_I.Tt  Cooler.Fl_I.Pt  Cooler.Fl_I.ht  Cooler.Fl_I.s  Cooler.Fl_I.W  Cooler.Fl_I.Cpt  Cooler.Fl_I.gamt  Cooler.Fl_I.rhot  Cooler.Fl_O.Tt  Cooler.Fl_O.Pt  Cooler.Fl_O.ht  Cooler.Fl_O.s  Cooler.Fl_O.W  Cooler.Fl_O.Cpt  Cooler.Fl_O.gamt  Cooler.Fl_O.rhot  Heater.Fl_I.Tt  Heater.Fl_I.Pt  Heater.Fl_I.ht  Heater.Fl_I.s  Heater.Fl_I.W  Heater.Fl_I.Cpt  Heater.Fl_I.gamt  Heater.Fl_I.rhot  Heater.Fl_O.Tt  Heater.Fl_O.Pt  Heater.Fl_O.ht  Heater.Fl_O.s  Heater.Fl_O.W  Heater.Fl_O.Cpt  Heater.Fl_O.gamt  Heater.Fl_O.rhot  Looppipe.Fl_I.Tt  Looppipe.Fl_I.Pt  Looppipe.Fl_I.ht  Looppipe.Fl_I.s  Looppipe.Fl_I.W  Looppipe.Fl_I.Cpt  Looppipe.Fl_I.gamt  Looppipe.Fl_I.rhot  Looppipe.Fl_O.Tt  Looppipe.Fl_O.Pt  Looppipe.Fl_O.ht  Looppipe.Fl_O.s  Looppipe.Fl_O.W  Looppipe.Fl_O.Cpt  Looppipe.Fl_O.gamt  Looppipe.Fl_O.rhot  Sunshot.Fl_I.Tt  Sunshot.Fl_I.Pt  Sunshot.Fl_I.ht  Sunshot.Fl_I.s  Sunshot.Fl_I.W  Sunshot.Fl_I.Cpt  Sunshot.Fl_I.gamt  Sunshot.Fl_I.rhot  Sunshot.Fl_O.Tt  Sunshot.Fl_O.Pt  Sunshot.Fl_O.ht  Sunshot.Fl_O.s  Sunshot.Fl_O.W  Sunshot.Fl_O.Cpt  Sunshot.Fl_O.gamt  Sunshot.Fl_O.rhot  TsPump.Fl_I.Tt  TsPump.Fl_I.Pt  TsPump.Fl_I.ht  TsPump.Fl_I.s  TsPump.Fl_I.W  TsPump.Fl_I.Cpt  TsPump.Fl_I.gamt  TsPump.Fl_I.rhot  TsPump.Fl_O.Tt  TsPump.Fl_O.Pt  TsPump.Fl_O.ht  TsPump.Fl_O.s  TsPump.Fl_O.W  TsPump.Fl_O.Cpt  TsPump.Fl_O.gamt  TsPump.Fl_O.rhot  Valve1.Fl_I.Tt  Valve1.Fl_I.Pt  Valve1.Fl_I.ht  Valve1.Fl_I.s  Valve1.Fl_I.W  Valve1.Fl_I.Cpt  Valve1.Fl_I.gamt  Valve1.Fl_I.rhot  Valve1.Fl_O.Tt  Valve1.Fl_O.Pt  Valve1.Fl_O.ht  Valve1.Fl_O.s  Valve1.Fl_O.W  Valve1.Fl_O.Cpt  Valve1.Fl_O.gamt  Valve1.Fl_O.rhot  Valve2.Fl_I.Tt  Valve2.Fl_I.Pt  Valve2.Fl_I.ht  Valve2.Fl_I.s  Valve2.Fl_I.W  Valve2.Fl_I.Cpt  Valve2.Fl_I.gamt  Valve2.Fl_I.rhot  Valve2.Fl_O.Tt  Valve2.Fl_O.Pt  Valve2.Fl_O.ht  Valve2.Fl_O.s  Valve2.Fl_O.W  Valve2.Fl_O.Cpt  Valve2.Fl_O.gamt  Valve2.Fl_O.rhot    Sunshot.pwr    Sunshot.trq     Sunshot.PR  Sunshot.PRdes     Sunshot.Wc     Sunshot.Nc    Sunshot.eff  Sunshot.effDes  Sunshot.effPoly       Sh.pwrIn      Sh.pwrOut      Sh.pwrNet       Sh.trqIn      Sh.trqOut      Sh.trqNet       Sh.Nmech  Cooler.switchHeat  Cooler.coolerMode      Cooler.dT   Cooler.dTsat       Cooler.Q    Cooler.hout    Cooler.Tout       Cooler.x     Cooler.pwr  Heater.switchHeat  Heater.coolerMode      Heater.dT   Heater.dTsat       Heater.Q    Heater.hout    Heater.Tout       Heater.x     Heater.pwr    Perf.pwrNet  solver.converged  solver.iterationCounter  solver.passCounter  solver.numJacobians  solver.numBroydens  errHandler.numErrors  errHandler.numWarnings  errHandler.numMessages  errHandler.numErrors  errHandler.numWarnings  errHandler.numMessages      switchDes 
              1        0.00000       -6.10557       29.99977  -3.12158E+005    -1761.15592   4.53592E-001     2382.50165        2.54449      962.60797       -6.10557       29.99977  -3.12158E+005    -1761.15592   4.53592E-001     2382.50165        2.54449      962.60797  -2.38105E-002       84.94497  -3.01417E+005    -1742.50687   4.53592E-001     2235.07070        2.40668      965.19448  -7.48872E-001       57.47237  -3.01417E+005    -1731.98766   4.53592E-001     2352.42370        2.52185      950.74370       -5.36528       30.15467  -3.01417E+005    -1721.09820   4.53592E-001  -2.27374E+008  -5.43073E+004      690.75175       -5.36528       30.15467  -3.01417E+005    -1721.09820   4.53592E-001  -2.27374E+008  -5.43073E+004      690.75175       -6.10556       30.00021  -3.12158E+005    -1761.15609   4.53592E-001     2382.49931        2.54449      962.60821       -5.36528       30.15467  -3.01417E+005    -1721.09820   4.53592E-001  -2.27374E+008  -5.43073E+004      690.75175       -6.10556       30.00021  -3.12158E+005    -1761.15609   4.53592E-001     2382.49931        2.54449      962.60821       -5.36528       30.15467  -3.01417E+005    -1721.09820   4.53592E-001  -2.27374E+008  -5.43073E+004      690.75175       -5.36528       30.15467  -3.01417E+005    -1721.09820   4.53592E-001  -2.27374E+008  -5.43073E+004      690.75175       -6.10556       30.00021  -3.12158E+005    -1761.15609   4.53592E-001     2382.49931        2.54449      962.60821       -6.10557       29.99977  -3.12158E+005    -1761.15592   4.53592E-001     2382.50165        2.54449      962.60797       -6.10557       29.99977  -3.12158E+005    -1761.15592   4.53592E-001     2382.50165        2.54449      962.60797  -2.38105E-002       84.94497  -3.01417E+005    -1742.50687   4.53592E-001     2235.07070        2.40668      965.19448       -6.10557       29.99977  -3.12158E+005    -1761.15592   4.53592E-001     2382.50165        2.54449      962.60797       -6.10557       29.99977  -3.12158E+005    -1761.15592   4.53592E-001     2382.50165        2.54449      962.60797  -2.38105E-002       84.94497  -3.01417E+005    -1742.50687   4.53592E-001     2235.07070        2.40668      965.19448  -7.48872E-001       57.47237  -3.01417E+005    -1731.98766   4.53592E-001     2352.42370        2.52185      950.74370  -7.48872E-001       57.47237  -3.01417E+005    -1731.98766   4.53592E-001     2352.42370        2.52185      950.74370       -5.36528       30.15467  -3.01417E+005    -1721.09820   4.53592E-001  -2.27374E+008  -5.43073E+004      690.75175  -4.87184E-003      -13.01333        2.83152        2.83152   1.47485E-002     3713.58693   5.27749E-001   5.27749E-001   9.13375E-001        0.00000  -1.64409E-002  -1.64409E-002        0.00000      -43.91580      -43.91580     3575.00000           TEMP           None     -273.89027     -273.70368  -4.87184E-003  -3.12158E+005       -6.10556     -999.00000        0.00000              Q           None     -273.15000     -273.15000        0.00000  -3.01417E+005       -5.36528     -999.00000        0.00000  -4.87184E-003              1             19             23              1             17              0              0              0              0              0              0         DESIGN 
              2        0.00000  -3.94463E-001       34.99985  -2.98596E+005    -1712.86958   4.53592E-001     2527.08143        2.67592      930.25660  -3.94463E-001       34.99985  -2.98596E+005    -1712.86958   4.53592E-001     2527.08143        2.67592      930.25660        7.31165       99.10279  -2.85669E+005    -1690.99875   4.53592E-001     2293.82909        2.47424      935.02796        6.13612       67.05132  -2.85669E+005    -1678.62144   4.53592E-001     2471.32935        2.64381      916.18738   3.55494E-001       35.18050  -2.85669E+005    -1665.66891   4.53592E-001  -2.27374E+008  -5.43073E+004      660.07048   3.55494E-001       35.18050  -2.85669E+005    -1665.66891   4.53592E-001  -2.27374E+008  -5.43073E+004      660.07048  -3.94444E-001       35.00030  -2.98596E+005    -1712.86976   4.53592E-001     2527.07799        2.67592      930.25688   3.55494E-001       35.18050  -2.85669E+005    -1665.66891   4.53592E-001  -2.27374E+008  -5.43073E+004      660.07048  -3.94444E-001       35.00030  -2.98596E+005    -1712.86976   4.53592E-001     2527.07799        2.67592      930.25688   3.55494E-001       35.18050  -2.85669E+005    -1665.66891   4.53592E-001  -2.27374E+008  -5.43073E+004      660.07048   3.55494E-001       35.18050  -2.85669E+005    -1665.66891   4.53592E-001  -2.27374E+008  -5.43073E+004      660.07048  -3.94444E-001       35.00030  -2.98596E+005    -1712.86976   4.53592E-001     2527.07799        2.67592      930.25688  -3.94463E-001       34.99985  -2.98596E+005    -1712.86958   4.53592E-001     2527.08143        2.67592      930.25660  -3.94463E-001       34.99985  -2.98596E+005    -1712.86958   4.53592E-001     2527.08143        2.67592      930.25660        7.31165       99.10279  -2.85669E+005    -1690.99875   4.53592E-001     2293.82909        2.47424      935.02796  -3.94463E-001       34.99985  -2.98596E+005    -1712.86958   4.53592E-001     2527.08143        2.67592      930.25660  -3.94463E-001       34.99985  -2.98596E+005    -1712.86958   4.53592E-001     2527.08143        2.67592      930.25660        7.31165       99.10279  -2.85669E+005    -1690.99875   4.53592E-001     2293.82909        2.47424      935.02796        6.13612       67.05132  -2.85669E+005    -1678.62144   4.53592E-001     2471.32935        2.64381      916.18738        6.13612       67.05132  -2.85669E+005    -1678.62144   4.53592E-001     2471.32935        2.64381      916.18738   3.55494E-001       35.18050  -2.85669E+005    -1665.66891   4.53592E-001  -2.27374E+008  -5.43073E+004      660.07048  -5.86340E-003      -15.66190        2.83152        2.83152   1.27760E-002     3674.50270   5.27749E-001   5.27749E-001   8.99908E-001        0.00000  -1.74325E-002  -1.74325E-002        0.00000      -46.56436      -46.56436     3575.00000           TEMP           None     -273.89994     -273.70558  -5.86339E-003  -2.98596E+005  -3.94444E-001     -999.00000        0.00000              Q           None     -273.15000     -273.15000        0.00000  -2.85669E+005   3.55494E-001     -999.00000        0.00000  -5.86340E-003              1             19             19              0             17              0              0              0              0              0              0         DESIGN 
              3        0.00000        4.74442       39.99993  -2.85813E+005    -1668.42894   4.53592E-001     2709.16220        2.83697      898.37032        4.74442       39.99993  -2.85813E+005    -1668.42894   4.53592E-001     2709.16220        2.83697      898.37032       14.31708      113.26061  -2.70576E+005    -1643.26207   4.53592E-001     2348.25636        2.53552      906.17937       12.56368       76.63027  -2.70576E+005    -1628.96556   4.53592E-001     2606.63005        2.78083      882.21596        5.50130       40.20633  -2.70576E+005    -1613.82065   4.53592E-001  -2.27374E+008  -5.43073E+004      632.14980        5.50130       40.20633  -2.70576E+005    -1613.82065   4.53592E-001  -2.27374E+008  -5.43073E+004      632.14980        4.74444       40.00038  -2.85813E+005    -1668.42912   4.53592E-001     2709.15700        2.83697      898.37065        5.50130       40.20633  -2.70576E+005    -1613.82065   4.53592E-001  -2.27374E+008  -5.43073E+004      632.14980        4.74444       40.00038  -2.85813E+005    -1668.42912   4.53592E-001     2709.15700        2.83697      898.37065        5.50130       40.20633  -2.70576E+005    -1613.82065   4.53592E-001  -2.27374E+008  -5.43073E+004      632.14980        5.50130       40.20633  -2.70576E+005    -1613.82065   4.53592E-001  -2.27374E+008  -5.43073E+004      632.14980        4.74444       40.00038  -2.85813E+005    -1668.42912   4.53592E-001     2709.15700        2.83697      898.37065        4.74442       39.99993  -2.85813E+005    -1668.42894   4.53592E-001     2709.16220        2.83697      898.37032        4.74442       39.99993  -2.85813E+005    -1668.42894   4.53592E-001     2709.16220        2.83697      898.37032       14.31708      113.26061  -2.70576E+005    -1643.26207   4.53592E-001     2348.25636        2.53552      906.17937        4.74442       39.99993  -2.85813E+005    -1668.42894   4.53592E-001     2709.16220        2.83697      898.37032        4.74442       39.99993  -2.85813E+005    -1668.42894   4.53592E-001     2709.16220        2.83697      898.37032       14.31708      113.26061  -2.70576E+005    -1643.26207   4.53592E-001     2348.25636        2.53552      906.17937       12.56368       76.63027  -2.70576E+005    -1628.96556   4.53592E-001     2606.63005        2.78083      882.21596       12.56368       76.63027  -2.70576E+005    -1628.96556   4.53592E-001     2606.63005        2.78083      882.21596        5.50130       40.20633  -2.70576E+005    -1613.82065   4.53592E-001  -2.27374E+008  -5.43073E+004      632.14980  -6.91139E-003      -18.46124        2.83152        2.83152   1.12838E-002     3640.36932   5.27749E-001   5.27749E-001   8.86535E-001        0.00000  -1.84805E-002  -1.84805E-002        0.00000      -49.36370      -49.36370     3575.00000           TEMP           None     -273.90685     -273.70566  -6.91139E-003  -2.85813E+005        4.74444     -999.00000        0.00000              Q           None     -273.15000     -273.15000        0.00000  -2.70576E+005        5.50130     -999.00000        0.00000  -6.91139E-003              1             20             20              0             18              0              0              0              0              0              0         DESIGN 
              4        0.00000        9.42219       45.00001  -2.73546E+005    -1626.68096   4.53592E-001     2946.78931        3.04853      866.31734        9.42219       45.00001  -2.73546E+005    -1626.68096   4.53592E-001     2946.78931        3.04853      866.31734       21.14634      127.41843  -2.55860E+005    -1598.13046   4.53592E-001     2397.87233        2.58850      878.22868       18.67372       86.20922  -2.55860E+005    -1581.84334   4.53592E-001     2761.44303        2.93200      848.34372       10.18810       45.23217  -2.55860E+005    -1564.34731   4.53592E-001  -2.27374E+008  -5.43073E+004      606.12210       10.18810       45.23217  -2.55860E+005    -1564.34731   4.53592E-001  -2.27374E+008  -5.43073E+004      606.12210        9.42222       45.00047  -2.73546E+005    -1626.68115   4.53592E-001     2946.78119        3.04853      866.31774       10.18810       45.23217  -2.55860E+005    -1564.34731   4.53592E-001  -2.27374E+008  -5.43073E+004      606.12210        9.42222       45.00047  -2.73546E+005    -1626.68115   4.53592E-001     2946.78119        3.04853      866.31774       10.18810       45.23217  -2.55860E+005    -1564.34731   4.53592E-001  -2.27374E+008  -5.43073E+004      606.12210       10.18810       45.23217  -2.55860E+005    -1564.34731   4.53592E-001  -2.27374E+008  -5.43073E+004      606.12210        9.42222       45.00047  -2.73546E+005    -1626.68115   4.53592E-001     2946.78119        3.04853      866.31774        9.42219       45.00001  -2.73546E+005    -1626.68096   4.53592E-001     2946.78931        3.04853      866.31734        9.42219       45.00001  -2.73546E+005    -1626.68096   4.53592E-001     2946.78931        3.04853      866.31734       21.14634      127.41843  -2.55860E+005    -1598.13046   4.53592E-001     2397.87233        2.58850      878.22868        9.42219       45.00001  -2.73546E+005    -1626.68096   4.53592E-001     2946.78931        3.04853      866.31734        9.42219       45.00001  -2.73546E+005    -1626.68096   4.53592E-001     2946.78931        3.04853      866.31734       21.14634      127.41843  -2.55860E+005    -1598.13046   4.53592E-001     2397.87233        2.58850      878.22868       18.67372       86.20922  -2.55860E+005    -1581.84334   4.53592E-001     2761.44303        2.93200      848.34372       18.67372       86.20922  -2.55860E+005    -1581.84334   4.53592E-001     2761.44303        2.93200      848.34372       10.18810       45.23217  -2.55860E+005    -1564.34731   4.53592E-001  -2.27374E+008  -5.43073E+004      606.12210  -8.02199E-003      -21.42777        2.83152        2.83152   1.01140E-002     3610.11180   5.27749E-001   5.27749E-001   8.73214E-001        0.00000  -1.95910E-002  -1.95910E-002        0.00000      -52.33024      -52.33024     3575.00000           TEMP           None     -273.91588     -273.70865  -8.02198E-003  -2.73546E+005        9.42222     -999.00000        0.00000              Q           None     -273.15000     -273.15000        0.00000  -2.55860E+005       10.18810     -999.00000        0.00000  -8.02199E-003              1             20             20              0             18              0              0              0              0              0              0         DESIGN 
              5        0.00000       13.72773       50.00008  -2.61533E+005    -1586.55974   4.53592E-001     3274.01104        3.34233      833.32517       13.72773       50.00008  -2.61533E+005    -1586.55974   4.53592E-001     3274.01103        3.34233      833.32517       27.94603      141.57625  -2.41239E+005    -1554.51799   4.53592E-001     2442.16102        2.63362      850.69464       24.59694       95.78817  -2.41239E+005    -1536.15499   4.53592E-001     2935.97235        3.09611      814.04142       14.49692       50.25800  -2.41239E+005    -1516.10478   4.53592E-001  -2.27374E+008  -5.43073E+004      580.89871       14.49692       50.25800  -2.41239E+005    -1516.10478   4.53592E-001  -2.27374E+008  -5.43073E+004      580.89871       13.72778       50.00056  -2.61533E+005    -1586.55994   4.53592E-001     3273.99772        3.34232      833.32564       14.49692       50.25800  -2.41239E+005    -1516.10478   4.53592E-001  -2.27374E+008  -5.43073E+004      580.89871       13.72778       50.00056  -2.61533E+005    -1586.55994   4.53592E-001     3273.99772        3.34232      833.32564       14.49692       50.25800  -2.41239E+005    -1516.10478   4.53592E-001  -2.27374E+008  -5.43073E+004      580.89871       14.49692       50.25800  -2.41239E+005    -1516.10478   4.53592E-001  -2.27374E+008  -5.43073E+004      580.89871       13.72778       50.00056  -2.61533E+005    -1586.55994   4.53592E-001     3273.99772        3.34232      833.32564       13.72773       50.00008  -2.61533E+005    -1586.55974   4.53592E-001     3274.01104        3.34233      833.32517       13.72773       50.00008  -2.61533E+005    -1586.55974   4.53592E-001     3274.01103        3.34233      833.32517       27.94603      141.57625  -2.41239E+005    -1554.51799   4.53592E-001     2442.16102        2.63362      850.69464       13.72773       50.00008  -2.61533E+005    -1586.55974   4.53592E-001     3274.01104        3.34233      833.32517       13.72773       50.00008  -2.61533E+005    -1586.55974   4.53592E-001     3274.01103        3.34233      833.32517       27.94603      141.57625  -2.41239E+005    -1554.51799   4.53592E-001     2442.16102        2.63362      850.69464       24.59694       95.78817  -2.41239E+005    -1536.15499   4.53592E-001     2935.97235        3.09611      814.04142       24.59694       95.78817  -2.41239E+005    -1536.15499   4.53592E-001     2935.97235        3.09611      814.04142       14.49692       50.25800  -2.41239E+005    -1516.10478   4.53592E-001  -2.27374E+008  -5.43073E+004      580.89871  -9.20521E-003      -24.58833        2.83152        2.83152   9.17172E-003     3582.91858   5.27749E-001   5.27749E-001   8.59883E-001        0.00000  -2.07743E-002  -2.07743E-002        0.00000      -55.49080      -55.49080     3575.00000           TEMP           None     -273.91914     -273.70661  -9.20521E-003  -2.61533E+005       13.72778     -999.00000        0.00000              Q           None     -273.15000     -273.15000        0.00000  -2.41239E+005       14.49692     -999.00000        0.00000  -9.20521E-003              1             20             20              0             18              0              0              0              0              0              0         DESIGN 
              6        0.00000       17.71105       55.00016  -2.49552E+005    -1547.21118   4.53592E-001     3751.88776        3.76962      798.60817       17.71105       55.00016  -2.49552E+005    -1547.21118   4.53592E-001     3751.88775        3.76962      798.60817       34.84708      155.73407  -2.26459E+005    -1511.54316   4.53592E-001     2476.28194        2.66999      823.14401       30.45153      105.36712  -2.26459E+005    -1491.00153   4.53592E-001     3118.96756        3.26720      778.87969       18.48632       55.28384  -2.26459E+005    -1468.13546   4.53592E-001  -2.27374E+008  -5.43073E+004      556.04489       18.48632       55.28384  -2.26459E+005    -1468.13546   4.53592E-001  -2.27374E+008  -5.43073E+004      556.04489       17.71111       55.00065  -2.49552E+005    -1547.21139   4.53592E-001     3751.86423        3.76960      798.60875       18.48632       55.28384  -2.26459E+005    -1468.13546   4.53592E-001  -2.27374E+008  -5.43073E+004      556.04489       17.71111       55.00065  -2.49552E+005    -1547.21139   4.53592E-001     3751.86423        3.76960      798.60875       18.48632       55.28384  -2.26459E+005    -1468.13546   4.53592E-001  -2.27374E+008  -5.43073E+004      556.04489       18.48632       55.28384  -2.26459E+005    -1468.13546   4.53592E-001  -2.27374E+008  -5.43073E+004      556.04489       17.71111       55.00065  -2.49552E+005    -1547.21139   4.53592E-001     3751.86423        3.76960      798.60875       17.71105       55.00016  -2.49552E+005    -1547.21118   4.53592E-001     3751.88776        3.76962      798.60817       17.71105       55.00016  -2.49552E+005    -1547.21118   4.53592E-001     3751.88775        3.76962      798.60817       34.84708      155.73407  -2.26459E+005    -1511.54316   4.53592E-001     2476.28194        2.66999      823.14401       17.71105       55.00016  -2.49552E+005    -1547.21118   4.53592E-001     3751.88776        3.76962      798.60817       17.71105       55.00016  -2.49552E+005    -1547.21118   4.53592E-001     3751.88775        3.76962      798.60817       34.84708      155.73407  -2.26459E+005    -1511.54316   4.53592E-001     2476.28194        2.66999      823.14401       30.45153      105.36712  -2.26459E+005    -1491.00153   4.53592E-001     3118.96756        3.26720      778.87969       30.45153      105.36712  -2.26459E+005    -1491.00153   4.53592E-001     3118.96756        3.26720      778.87969       18.48632       55.28384  -2.26459E+005    -1468.13546   4.53592E-001  -2.27374E+008  -5.43073E+004      556.04489  -1.04750E-002      -27.98009        2.83152        2.83152   8.39560E-003     3558.30011   5.27749E-001   5.27749E-001   8.46460E-001        0.00000  -2.20441E-002  -2.20441E-002        0.00000      -58.88256      -58.88256     3575.00000           TEMP           None     -273.92521     -273.70812  -1.04750E-002  -2.49552E+005       17.71111     -999.00000        0.00000              Q           None     -273.15000     -273.15000        0.00000  -2.26459E+005       18.48632     -999.00000        0.00000  -1.04750E-002              1             21             21              0             19              0              0              0              0              0              0         DESIGN 
              7        0.00000       21.42214       60.00024  -2.37286E+005    -1507.50270   4.53592E-001     4510.70111        4.43275      760.88322       21.42214       60.00024  -2.37286E+005    -1507.50270   4.53592E-001     4510.70106        4.43275      760.88322       42.03551      169.89189  -2.11148E+005    -1468.02535   4.53592E-001     2496.40599        2.69538      794.82847       36.39829      114.94607  -2.11148E+005    -1445.17295   4.53592E-001     3301.25003        3.44301      742.09241       22.19933       60.30968  -2.11148E+005    -1419.12937   4.53592E-001  -2.27374E+008  -5.43073E+004      530.52243       22.19933       60.30968  -2.11148E+005    -1419.12937   4.53592E-001  -2.27374E+008  -5.43073E+004      530.52243       21.42222       60.00075  -2.37286E+005    -1507.50293   4.53592E-001     4510.65415        4.43271      760.88395       22.19933       60.30968  -2.11148E+005    -1419.12937   4.53592E-001  -2.27374E+008  -5.43073E+004      530.52243       21.42222       60.00075  -2.37286E+005    -1507.50293   4.53592E-001     4510.65415        4.43271      760.88395       22.19933       60.30968  -2.11148E+005    -1419.12937   4.53592E-001  -2.27374E+008  -5.43073E+004      530.52243       22.19933       60.30968  -2.11148E+005    -1419.12937   4.53592E-001  -2.27374E+008  -5.43073E+004      530.52243       21.42222       60.00075  -2.37286E+005    -1507.50293   4.53592E-001     4510.65415        4.43271      760.88395       21.42214       60.00024  -2.37286E+005    -1507.50270   4.53592E-001     4510.70111        4.43275      760.88322       21.42214       60.00024  -2.37286E+005    -1507.50270   4.53592E-001     4510.70106        4.43275      760.88322       42.03551      169.89189  -2.11148E+005    -1468.02535   4.53592E-001     2496.40599        2.69538      794.82847       21.42214       60.00024  -2.37286E+005    -1507.50270   4.53592E-001     4510.70111        4.43275      760.88322       21.42214       60.00024  -2.37286E+005    -1507.50270   4.53592E-001     4510.70106        4.43275      760.88322       42.03551      169.89189  -2.11148E+005    -1468.02535   4.53592E-001     2496.40599        2.69538      794.82847       36.39829      114.94607  -2.11148E+005    -1445.17295   4.53592E-001     3301.25003        3.44301      742.09241       36.39829      114.94607  -2.11148E+005    -1445.17295   4.53592E-001     3301.25003        3.44301      742.09241       22.19933       60.30968  -2.11148E+005    -1419.12937   4.53592E-001  -2.27374E+008  -5.43073E+004      530.52243  -1.18558E-002      -31.66851        2.83152        2.83152   7.74490E-003     3535.81491   5.27749E-001   5.27749E-001   8.32803E-001        0.00000  -2.34249E-002  -2.34249E-002        0.00000      -62.57098      -62.57098     3575.00000           TEMP           None     -273.92711     -273.70622  -1.18558E-002  -2.37286E+005       21.42222     -999.00000        0.00000              Q           None     -273.15000     -273.15000        0.00000  -2.11148E+005       22.19933     -999.00000        0.00000  -1.18558E-002              1             21             21              0             19              0              0              0              0              0              0         DESIGN 
              8        0.00000       24.88878       65.00032  -2.24320E+005    -1466.03148   4.53592E-001     5905.84973        5.59825      718.22821       24.88878       65.00032  -2.24320E+005    -1466.03149   4.53592E-001     5905.84919        5.59825      718.22822       49.75426      184.04971  -1.94801E+005    -1422.47768   4.53592E-001     2504.05016        2.70863      764.70515       42.63219      124.52502  -1.94801E+005    -1397.13168   4.53592E-001     3471.72993        3.61557      702.53963       25.66680       65.33552  -1.94801E+005    -1367.38336   4.53592E-001  -2.27374E+008  -5.43073E+004      503.47332       25.66680       65.33552  -1.94801E+005    -1367.38336   4.53592E-001  -2.27374E+008  -5.43073E+004      503.47332       24.88889       65.00085  -2.24320E+005    -1466.03173   4.53592E-001     5905.73484        5.59816      718.22917       25.66680       65.33552  -1.94801E+005    -1367.38336   4.53592E-001  -2.27374E+008  -5.43073E+004      503.47332       24.88889       65.00085  -2.24320E+005    -1466.03173   4.53592E-001     5905.73484        5.59816      718.22917       25.66680       65.33552  -1.94801E+005    -1367.38336   4.53592E-001  -2.27374E+008  -5.43073E+004      503.47332       25.66680       65.33552  -1.94801E+005    -1367.38336   4.53592E-001  -2.27374E+008  -5.43073E+004      503.47332       24.88889       65.00085  -2.24320E+005    -1466.03173   4.53592E-001     5905.73484        5.59816      718.22917       24.88878       65.00032  -2.24320E+005    -1466.03148   4.53592E-001     5905.84973        5.59825      718.22821       24.88878       65.00032  -2.24320E+005    -1466.03149   4.53592E-001     5905.84919        5.59825      718.22822       49.75426      184.04971  -1.94801E+005    -1422.47768   4.53592E-001     2504.05016        2.70863      764.70515       24.88878       65.00032  -2.24320E+005    -1466.03148   4.53592E-001     5905.84973        5.59825      718.22821       24.88878       65.00032  -2.24320E+005    -1466.03149   4.53592E-001     5905.84919        5.59825      718.22822       49.75426      184.04971  -1.94801E+005    -1422.47768   4.53592E-001     2504.05016        2.70863      764.70515       42.63219      124.52502  -1.94801E+005    -1397.13168   4.53592E-001     3471.72993        3.61557      702.53963       42.63219      124.52502  -1.94801E+005    -1397.13168   4.53592E-001     3471.72993        3.61557      702.53963       25.66680       65.33552  -1.94801E+005    -1367.38336   4.53592E-001  -2.27374E+008  -5.43073E+004      503.47332  -1.33898E-002      -35.76578        2.83152        2.83152   7.19108E-003     3515.19137   5.27749E-001   5.27749E-001   8.18669E-001        0.00000  -2.49588E-002  -2.49588E-002        0.00000      -66.66824      -66.66824     3575.00000           TEMP           None     -273.92791     -273.70418  -1.33897E-002  -2.24320E+005       24.88889     -999.00000        0.00000              Q           None     -273.15000     -273.15000        0.00000  -1.94801E+005       25.66680     -999.00000        0.00000  -1.33898E-002              1             21             21              0             19              0              0              0              0              0              0         DESIGN 
