# User:                creplogle  Version:             NPSS_2.8Date: 01/13/23  Time: 09:04:45

           CASE           time  solverReportCounter  solver.converged  solver.iterationCounter  solver.passCounter  solver.numJacobians  solver.numBroydens  ind_GenLoad.x  ind_SunshotPRdes.x  Sh.ind_Nmech.x  TsTestsection.ind_ht.x  TsTestsection.ind_Pt.x  TsTestsection.ind_Tt.x  TsTestsection.ind_W.x  Valve1.ind_dP.x  dep_SunshotPout.errorCon  Sh.integrate_Nmech.errorCon  TsTestsection.dep_ht.errorCon  TsTestsection.dep_Pt.errorCon  TsTestsection.dep_Tt.errorCon  TsTestsection.dep_W.errorCon  Valve1.dep_W.errorCon      F010in.Tt      F010in.Pt      F010in.ht       F010in.s       F010in.W     F010in.Cpt    F010in.gamt    F010in.rhot       F010in.W     F010out.Tt     F010out.Pt     F010out.ht      F010out.s      F010out.W    F010out.Cpt   F010out.gamt   F010out.rhot      F010out.W        F020.Tt        F020.Pt        F020.ht         F020.s         F020.W       F020.Cpt      F020.gamt      F020.rhot         F020.W        F030.Tt        F030.Pt        F030.ht         F030.s         F030.W       F030.Cpt      F030.gamt      F030.rhot         F030.W  Cooler.Fl_I.Tt  Cooler.Fl_I.Pt  Cooler.Fl_I.ht  Cooler.Fl_I.s  Cooler.Fl_I.W  Cooler.Fl_I.Cpt  Cooler.Fl_I.gamt  Cooler.Fl_I.rhot  Cooler.Fl_I.W  Cooler.Fl_O.Tt  Cooler.Fl_O.Pt  Cooler.Fl_O.ht  Cooler.Fl_O.s  Cooler.Fl_O.W  Cooler.Fl_O.Cpt  Cooler.Fl_O.gamt  Cooler.Fl_O.rhot  Cooler.Fl_O.W  Sunshot.Fl_I.Tt  Sunshot.Fl_I.Pt  Sunshot.Fl_I.ht  Sunshot.Fl_I.s  Sunshot.Fl_I.W  Sunshot.Fl_I.Cpt  Sunshot.Fl_I.gamt  Sunshot.Fl_I.rhot  Sunshot.Fl_I.W  Sunshot.Fl_O.Tt  Sunshot.Fl_O.Pt  Sunshot.Fl_O.ht  Sunshot.Fl_O.s  Sunshot.Fl_O.W  Sunshot.Fl_O.Cpt  Sunshot.Fl_O.gamt  Sunshot.Fl_O.rhot  Sunshot.Fl_O.W  TsTestsection.Fl_I.Tt  TsTestsection.Fl_I.Pt  TsTestsection.Fl_I.ht  TsTestsection.Fl_I.s  TsTestsection.Fl_I.W  TsTestsection.Fl_I.Cpt  TsTestsection.Fl_I.gamt  TsTestsection.Fl_I.rhot  TsTestsection.Fl_I.W  TsTestsection.Fl_O.Tt  TsTestsection.Fl_O.Pt  TsTestsection.Fl_O.ht  TsTestsection.Fl_O.s  TsTestsection.Fl_O.W  TsTestsection.Fl_O.Cpt  TsTestsection.Fl_O.gamt  TsTestsection.Fl_O.rhot  TsTestsection.Fl_O.W  Valve1.Fl_I.Tt  Valve1.Fl_I.Pt  Valve1.Fl_I.ht  Valve1.Fl_I.s  Valve1.Fl_I.W  Valve1.Fl_I.Cpt  Valve1.Fl_I.gamt  Valve1.Fl_I.rhot  Valve1.Fl_I.W  Valve1.Fl_O.Tt  Valve1.Fl_O.Pt  Valve1.Fl_O.ht  Valve1.Fl_O.s  Valve1.Fl_O.W  Valve1.Fl_O.Cpt  Valve1.Fl_O.gamt  Valve1.Fl_O.rhot  Valve1.Fl_O.W    Sunshot.pwr    Sunshot.trq     Sunshot.PR  Sunshot.PRdes     Sunshot.Wc     Sunshot.Nc    Sunshot.eff  Sunshot.effDes  Sunshot.effPoly  Sunshot.effBase  Sunshot.PRbase  Sunshot.WcBase    Sunshot.pwr    Sunshot.trq     Sunshot.PR  Sunshot.PRdes    Sunshot.eff  Sunshot.effDes       Sh.pwrIn      Sh.pwrOut      Sh.pwrNet       Sh.trqIn      Sh.trqOut      Sh.trqNet       Sh.Nmech  Cooler.switchHeat  Cooler.coolerMode      Cooler.dT   Cooler.dTsat       Cooler.Q    Cooler.hout    Cooler.Tout       Cooler.x     Cooler.pwr    Perf.pwrNet  solver.converged  solver.iterationCounter  solver.passCounter  solver.numJacobians  solver.numBroydens  solver.solverReportCounter  errHandler.numErrors  errHandler.numWarnings  errHandler.numMessages 
              1        0.00000             62              0             52             62              2             50        4.53379        2.03609        0.00000   5.42693E-001     1405.01093        0.00000        0.00000      338.79656   6.35252E-001      -12.76539       -1.00526   4.39628E-001        0.00000        0.00000  -2.83286E-002      545.83184     2507.28285     -103.17506  -3.73178E-001       12.00000   5.43215E-001        2.46840       54.21604       12.00000      662.14797     1405.01093   5.42693E-001  -1.88359E-001       12.00000   3.69754E-001        1.84335       11.70058       12.00000      536.67000     1397.81397     -103.27255  -3.66139E-001       12.00000   7.04626E-001        3.10925       50.66250       12.00000      547.55445     2846.07941     -103.17506  -3.75278E-001       12.00000   5.20526E-001        2.37253       55.09618       12.00000      662.14797     1405.01093   5.42693E-001  -1.88359E-001       12.00000   3.69754E-001        1.84335       11.70058       12.00000      536.67000     1397.81397     -103.27255  -3.66139E-001       12.00000   7.04626E-001        3.10925       50.66250       12.00000      536.67000     1397.81397     -103.27255  -3.66139E-001       12.00000   7.04626E-001        3.10925       50.66250       12.00000      547.55445     2846.07941     -103.17506  -3.75278E-001       12.00000   5.20526E-001        2.37253       55.09618       12.00000      545.83184     2507.28285     -103.17506  -3.73178E-001       12.00000   5.43215E-001        2.46840       54.21604       12.00000      662.14797     1405.01093   5.42693E-001  -1.88359E-001       12.00000   3.69754E-001        1.84335       11.70058       12.00000      547.55445     2846.07941     -103.17506  -3.75278E-001       12.00000   5.20526E-001        2.37253       55.09618       12.00000      545.83184     2507.28285     -103.17506  -3.73178E-001       12.00000   5.43215E-001        2.46840       54.21604       12.00000       -1.65525       -2.43176        2.03609        2.03609   1.28333E-001     3514.53564       52.77491       52.77491        1.39826       52.77491        2.03609   1.28333E-001       -1.65525       -2.43176        2.03609        2.03609       52.77491       52.77491        0.00000       -8.68913       -8.68913        0.00000      -12.76539      -12.76539     3575.00000           TEMP           None     -125.47797        0.00000    -1245.78295     -103.27255      536.67000     -999.00000        0.00000       -1.65525              0             52             62              2             50             62              0              1              0 
              1        0.00000             63              0             53             63              2             51        4.53098        2.03600        0.00000   4.88423E-001     1404.77816        0.00000        0.00000      335.47188   6.34907E-001      -12.75847       -1.00473   4.40329E-001        0.00000        0.00000  -3.28444E-002      545.85056     2510.00786     -103.17320  -3.73192E-001       12.00000   5.43013E-001        2.46756       54.22277       12.00000      661.98513     1404.77816   4.88423E-001  -1.88436E-001       12.00000   3.69968E-001        1.84429       11.70548       12.00000      536.67000     1397.58239     -103.27067  -3.66134E-001       12.00000   7.04717E-001        3.10960       50.66076       12.00000      547.55528     2845.47974     -103.17320  -3.75271E-001       12.00000   5.20566E-001        2.37270       55.09407       12.00000      661.98513     1404.77816   4.88423E-001  -1.88436E-001       12.00000   3.69968E-001        1.84429       11.70548       12.00000      536.67000     1397.58239     -103.27067  -3.66134E-001       12.00000   7.04717E-001        3.10960       50.66076       12.00000      536.67000     1397.58239     -103.27067  -3.66134E-001       12.00000   7.04717E-001        3.10960       50.66076       12.00000      547.55528     2845.47974     -103.17320  -3.75271E-001       12.00000   5.20566E-001        2.37270       55.09407       12.00000      545.85056     2510.00786     -103.17320  -3.73192E-001       12.00000   5.43013E-001        2.46756       54.22277       12.00000      661.98513     1404.77816   4.88423E-001  -1.88436E-001       12.00000   3.69968E-001        1.84429       11.70548       12.00000      547.55528     2845.47974     -103.17320  -3.75271E-001       12.00000   5.20566E-001        2.37270       55.09407       12.00000      545.85056     2510.00786     -103.17320  -3.73192E-001       12.00000   5.43013E-001        2.46756       54.22277       12.00000       -1.65488       -2.43123        2.03600        2.03600   1.28354E-001     3514.53564       52.77491       52.77491        1.39817       52.77491        2.03600   1.28354E-001       -1.65488       -2.43123        2.03600        2.03600       52.77491       52.77491        0.00000       -8.68441       -8.68441        0.00000      -12.75847      -12.75847     3575.00000           TEMP           None     -125.31513        0.00000    -1245.10915     -103.27067      536.67000     -999.00000        0.00000       -1.65488              0             53             63              2             51             63              0              1              0 
              1        0.00000             64              0             54             64              2             52        4.52874        2.03561        0.00000   4.39581E-001     1404.79238        0.00000        0.00000      335.49407   6.34609E-001      -12.75248       -1.00426   4.40203E-001        0.00000        0.00000  -3.28289E-002      545.84725     2509.46697     -103.17335  -3.73189E-001       12.00000   5.43054E-001        2.46773       54.22136       12.00000      661.85413     1404.79238   4.39581E-001  -1.88510E-001       12.00000   3.70179E-001        1.84520       11.71172       12.00000      536.67000     1397.59655     -103.27079  -3.66135E-001       12.00000   7.04711E-001        3.10958       50.66087       12.00000      547.55261     2844.96104     -103.17335  -3.75268E-001       12.00000   5.20596E-001        2.37283       55.09282       12.00000      661.85413     1404.79238   4.39581E-001  -1.88510E-001       12.00000   3.70179E-001        1.84520       11.71172       12.00000      536.67000     1397.59655     -103.27079  -3.66135E-001       12.00000   7.04711E-001        3.10958       50.66087       12.00000      536.67000     1397.59655     -103.27079  -3.66135E-001       12.00000   7.04711E-001        3.10958       50.66087       12.00000      547.55261     2844.96104     -103.17335  -3.75268E-001       12.00000   5.20596E-001        2.37283       55.09282       12.00000      545.84725     2509.46697     -103.17335  -3.73189E-001       12.00000   5.43054E-001        2.46773       54.22136       12.00000      661.85413     1404.79238   4.39581E-001  -1.88510E-001       12.00000   3.70179E-001        1.84520       11.71172       12.00000      547.55261     2844.96104     -103.17335  -3.75268E-001       12.00000   5.20596E-001        2.37283       55.09282       12.00000      545.84725     2509.46697     -103.17335  -3.73189E-001       12.00000   5.43054E-001        2.46773       54.22136       12.00000       -1.65429       -2.43035        2.03561        2.03561   1.28353E-001     3514.53564       52.77491       52.77491        1.39813       52.77491        2.03561   1.28353E-001       -1.65429       -2.43035        2.03561        2.03561       52.77491       52.77491        0.00000       -8.68034       -8.68034        0.00000      -12.75248      -12.75248     3575.00000           TEMP           None     -125.18413        0.00000    -1244.52442     -103.27079      536.67000     -999.00000        0.00000       -1.65429              0             54             64              2             52             64              0              1              0 
              1        0.00000             65              0             55             65              2             53        4.52672        2.03526        0.00000   3.95623E-001     1404.80516        0.00000        0.00000      335.51402   6.34341E-001      -12.74709       -1.00383   4.40089E-001        0.00000        0.00000  -3.28151E-002      545.84427     2508.98011     -103.17349  -3.73186E-001       12.00000   5.43090E-001        2.46788       54.22009       12.00000      661.73630     1404.80516   3.95623E-001  -1.88576E-001       12.00000   3.70370E-001        1.84602       11.71733       12.00000      536.67000     1397.60926     -103.27089  -3.66135E-001       12.00000   7.04706E-001        3.10956       50.66096       12.00000      547.55020     2844.49413     -103.17349  -3.75265E-001       12.00000   5.20623E-001        2.37294       55.09170       12.00000      661.73630     1404.80516   3.95623E-001  -1.88576E-001       12.00000   3.70370E-001        1.84602       11.71733       12.00000      536.67000     1397.60926     -103.27089  -3.66135E-001       12.00000   7.04706E-001        3.10956       50.66096       12.00000      536.67000     1397.60926     -103.27089  -3.66135E-001       12.00000   7.04706E-001        3.10956       50.66096       12.00000      547.55020     2844.49413     -103.17349  -3.75265E-001       12.00000   5.20623E-001        2.37294       55.09170       12.00000      545.84427     2508.98011     -103.17349  -3.73186E-001       12.00000   5.43090E-001        2.46788       54.22009       12.00000      661.73630     1404.80516   3.95623E-001  -1.88576E-001       12.00000   3.70370E-001        1.84602       11.71733       12.00000      547.55020     2844.49413     -103.17349  -3.75265E-001       12.00000   5.20623E-001        2.37294       55.09170       12.00000      545.84427     2508.98011     -103.17349  -3.73186E-001       12.00000   5.43090E-001        2.46788       54.22009       12.00000       -1.65375       -2.42956        2.03526        2.03526   1.28352E-001     3514.53564       52.77491       52.77491        1.39809       52.77491        2.03526   1.28352E-001       -1.65375       -2.42956        2.03526        2.03526       52.77491       52.77491        0.00000       -8.67667       -8.67667        0.00000      -12.74709      -12.74709     3575.00000           TEMP           None     -125.06630        0.00000    -1243.99817     -103.27089      536.67000     -999.00000        0.00000       -1.65375              0             55             65              2             53             65              0              1              0 
              1        0.00000             66              0             56             66              2             54        4.52490        2.03494        0.00000   3.56061E-001     1404.81664        0.00000        0.00000      335.53199   6.34100E-001      -12.74223       -1.00345   4.39987E-001        0.00000        0.00000  -3.28026E-002      545.84159     2508.54193     -103.17361  -3.73184E-001       12.00000   5.43123E-001        2.46802       54.21895       12.00000      661.63030     1404.81664   3.56061E-001  -1.88636E-001       12.00000   3.70541E-001        1.84675       11.72239       12.00000      536.67000     1397.62068     -103.27098  -3.66135E-001       12.00000   7.04702E-001        3.10954       50.66105       12.00000      547.54804     2844.07392     -103.17361  -3.75263E-001       12.00000   5.20648E-001        2.37305       55.09069       12.00000      661.63030     1404.81664   3.56061E-001  -1.88636E-001       12.00000   3.70541E-001        1.84675       11.72239       12.00000      536.67000     1397.62068     -103.27098  -3.66135E-001       12.00000   7.04702E-001        3.10954       50.66105       12.00000      536.67000     1397.62068     -103.27098  -3.66135E-001       12.00000   7.04702E-001        3.10954       50.66105       12.00000      547.54804     2844.07392     -103.17361  -3.75263E-001       12.00000   5.20648E-001        2.37305       55.09069       12.00000      545.84159     2508.54193     -103.17361  -3.73184E-001       12.00000   5.43123E-001        2.46802       54.21895       12.00000      661.63030     1404.81664   3.56061E-001  -1.88636E-001       12.00000   3.70541E-001        1.84675       11.72239       12.00000      547.54804     2844.07392     -103.17361  -3.75263E-001       12.00000   5.20648E-001        2.37305       55.09069       12.00000      545.84159     2508.54193     -103.17361  -3.73184E-001       12.00000   5.43123E-001        2.46802       54.21895       12.00000       -1.65327       -2.42885        2.03494        2.03494   1.28351E-001     3514.53564       52.77491       52.77491        1.39805       52.77491        2.03494   1.28351E-001       -1.65327       -2.42885        2.03494        2.03494       52.77491       52.77491        0.00000       -8.67336       -8.67336        0.00000      -12.74223      -12.74223     3575.00000           TEMP           None     -124.96030        0.00000    -1243.52453     -103.27098      536.67000     -999.00000        0.00000       -1.65327              0             56             66              2             54             66              0              1              0 
              1        0.00000             67              0             57             67              2             55        4.52327        2.03465        0.00000   3.20455E-001     1404.82696        0.00000        0.00000      335.54816   6.33882E-001      -12.73787       -1.00311   4.39895E-001        0.00000        0.00000  -3.27914E-002      545.83917     2508.14757     -103.17372  -3.73181E-001       12.00000   5.43153E-001        2.46814       54.21792       12.00000      661.53495     1404.82696   3.20455E-001  -1.88691E-001       12.00000   3.70696E-001        1.84742       11.72695       12.00000      536.67000     1397.63095     -103.27107  -3.66135E-001       12.00000   7.04698E-001        3.10952       50.66113       12.00000      547.54610     2843.69573     -103.17372  -3.75261E-001       12.00000   5.20670E-001        2.37314       55.08979       12.00000      661.53495     1404.82696   3.20455E-001  -1.88691E-001       12.00000   3.70696E-001        1.84742       11.72695       12.00000      536.67000     1397.63095     -103.27107  -3.66135E-001       12.00000   7.04698E-001        3.10952       50.66113       12.00000      536.67000     1397.63095     -103.27107  -3.66135E-001       12.00000   7.04698E-001        3.10952       50.66113       12.00000      547.54610     2843.69573     -103.17372  -3.75261E-001       12.00000   5.20670E-001        2.37314       55.08979       12.00000      545.83917     2508.14757     -103.17372  -3.73181E-001       12.00000   5.43153E-001        2.46814       54.21792       12.00000      661.53495     1404.82696   3.20455E-001  -1.88691E-001       12.00000   3.70696E-001        1.84742       11.72695       12.00000      547.54610     2843.69573     -103.17372  -3.75261E-001       12.00000   5.20670E-001        2.37314       55.08979       12.00000      545.83917     2508.14757     -103.17372  -3.73181E-001       12.00000   5.43153E-001        2.46814       54.21792       12.00000       -1.65283       -2.42821        2.03465        2.03465   1.28350E-001     3514.53564       52.77491       52.77491        1.39802       52.77491        2.03465   1.28350E-001       -1.65283       -2.42821        2.03465        2.03465       52.77491       52.77491        0.00000       -8.67039       -8.67039        0.00000      -12.73787      -12.73787     3575.00000           TEMP           None     -124.86495        0.00000    -1243.09826     -103.27107      536.67000     -999.00000        0.00000       -1.65283              0             57             67              2             55             67              0              1              0 
              1        0.00000             68              0             58             68              2             56        4.52180        2.03440        0.00000   2.88409E-001     1404.83623        0.00000        0.00000      335.56271   6.33687E-001      -12.73394       -1.00280   4.39812E-001        0.00000        0.00000  -3.27812E-002      545.83700     2507.79264     -103.17382  -3.73179E-001       12.00000   5.43180E-001        2.46826       54.21699       12.00000      661.44916     1404.83623   2.88409E-001  -1.88739E-001       12.00000   3.70836E-001        1.84802       11.73105       12.00000      536.67000     1397.64017     -103.27114  -3.66135E-001       12.00000   7.04694E-001        3.10951       50.66120       12.00000      547.54435     2843.35535     -103.17382  -3.75259E-001       12.00000   5.20690E-001        2.37323       55.08897       12.00000      661.44916     1404.83623   2.88409E-001  -1.88739E-001       12.00000   3.70836E-001        1.84802       11.73105       12.00000      536.67000     1397.64017     -103.27114  -3.66135E-001       12.00000   7.04694E-001        3.10951       50.66120       12.00000      536.67000     1397.64017     -103.27114  -3.66135E-001       12.00000   7.04694E-001        3.10951       50.66120       12.00000      547.54435     2843.35535     -103.17382  -3.75259E-001       12.00000   5.20690E-001        2.37323       55.08897       12.00000      545.83700     2507.79264     -103.17382  -3.73179E-001       12.00000   5.43180E-001        2.46826       54.21699       12.00000      661.44916     1404.83623   2.88409E-001  -1.88739E-001       12.00000   3.70836E-001        1.84802       11.73105       12.00000      547.54435     2843.35535     -103.17382  -3.75259E-001       12.00000   5.20690E-001        2.37323       55.08897       12.00000      545.83700     2507.79264     -103.17382  -3.73179E-001       12.00000   5.43180E-001        2.46826       54.21699       12.00000       -1.65244       -2.42764        2.03440        2.03440   1.28349E-001     3514.53564       52.77491       52.77491        1.39799       52.77491        2.03440   1.28349E-001       -1.65244       -2.42764        2.03440        2.03440       52.77491       52.77491        0.00000       -8.66772       -8.66772        0.00000      -12.73394      -12.73394     3575.00000           TEMP           None     -124.77916        0.00000    -1242.71461     -103.27114      536.67000     -999.00000        0.00000       -1.65244              0             58             68              2             56             68              0              1              0 
              1        0.00000             69              0             59             69              2             57        4.52047        2.03417        0.00000   2.59568E-001     1404.84456        0.00000        0.00000      335.57581   6.33511E-001      -12.73040       -1.00252   4.39737E-001        0.00000        0.00000  -3.27721E-002      545.83504     2507.47320     -103.17390  -3.73178E-001       12.00000   5.43204E-001        2.46836       54.21615       12.00000      661.37198     1404.84456   2.59568E-001  -1.88783E-001       12.00000   3.70962E-001        1.84856       11.73475       12.00000      536.67000     1397.64846     -103.27121  -3.66136E-001       12.00000   7.04691E-001        3.10950       50.66126       12.00000      547.54277     2843.04901     -103.17390  -3.75257E-001       12.00000   5.20707E-001        2.37330       55.08823       12.00000      661.37198     1404.84456   2.59568E-001  -1.88783E-001       12.00000   3.70962E-001        1.84856       11.73475       12.00000      536.67000     1397.64846     -103.27121  -3.66136E-001       12.00000   7.04691E-001        3.10950       50.66126       12.00000      536.67000     1397.64846     -103.27121  -3.66136E-001       12.00000   7.04691E-001        3.10950       50.66126       12.00000      547.54277     2843.04901     -103.17390  -3.75257E-001       12.00000   5.20707E-001        2.37330       55.08823       12.00000      545.83504     2507.47320     -103.17390  -3.73178E-001       12.00000   5.43204E-001        2.46836       54.21615       12.00000      661.37198     1404.84456   2.59568E-001  -1.88783E-001       12.00000   3.70962E-001        1.84856       11.73475       12.00000      547.54277     2843.04901     -103.17390  -3.75257E-001       12.00000   5.20707E-001        2.37330       55.08823       12.00000      545.83504     2507.47320     -103.17390  -3.73178E-001       12.00000   5.43204E-001        2.46836       54.21615       12.00000       -1.65209       -2.42712        2.03417        2.03417   1.28348E-001     3514.53564       52.77491       52.77491        1.39796       52.77491        2.03417   1.28348E-001       -1.65209       -2.42712        2.03417        2.03417       52.77491       52.77491        0.00000       -8.66531       -8.66531        0.00000      -12.73040      -12.73040     3575.00000           TEMP           None     -124.70198        0.00000    -1242.36933     -103.27121      536.67000     -999.00000        0.00000       -1.65209              0             59             69              2             57             69              0              1              0 
              1        0.00000             70              0             60             70              2             58        4.51928        2.03396        0.00000   2.33611E-001     1404.85204        0.00000        0.00000      335.58760   6.33352E-001      -12.72722       -1.00226   4.39670E-001        0.00000        0.00000  -3.27639E-002      545.83328     2507.18570     -103.17398  -3.73176E-001       12.00000   5.43226E-001        2.46845       54.21540       12.00000      661.30254     1404.85204   2.33611E-001  -1.88822E-001       12.00000   3.71076E-001        1.84905       11.73808       12.00000      536.67000     1397.65590     -103.27127  -3.66136E-001       12.00000   7.04688E-001        3.10949       50.66131       12.00000      547.54135     2842.77331     -103.17398  -3.75256E-001       12.00000   5.20724E-001        2.37337       55.08757       12.00000      661.30254     1404.85204   2.33611E-001  -1.88822E-001       12.00000   3.71076E-001        1.84905       11.73808       12.00000      536.67000     1397.65590     -103.27127  -3.66136E-001       12.00000   7.04688E-001        3.10949       50.66131       12.00000      536.67000     1397.65590     -103.27127  -3.66136E-001       12.00000   7.04688E-001        3.10949       50.66131       12.00000      547.54135     2842.77331     -103.17398  -3.75256E-001       12.00000   5.20724E-001        2.37337       55.08757       12.00000      545.83328     2507.18570     -103.17398  -3.73176E-001       12.00000   5.43226E-001        2.46845       54.21540       12.00000      661.30254     1404.85204   2.33611E-001  -1.88822E-001       12.00000   3.71076E-001        1.84905       11.73808       12.00000      547.54135     2842.77331     -103.17398  -3.75256E-001       12.00000   5.20724E-001        2.37337       55.08757       12.00000      545.83328     2507.18570     -103.17398  -3.73176E-001       12.00000   5.43226E-001        2.46845       54.21540       12.00000       -1.65177       -2.42665        2.03396        2.03396   1.28347E-001     3514.53564       52.77491       52.77491        1.39793       52.77491        2.03396   1.28347E-001       -1.65177       -2.42665        2.03396        2.03396       52.77491       52.77491        0.00000       -8.66314       -8.66314        0.00000      -12.72722      -12.72722     3575.00000           TEMP           None     -124.63254        0.00000    -1242.05857     -103.27127      536.67000     -999.00000        0.00000       -1.65177              0             60             70              2             58             70              0              1              0 
              1        0.00000             71              0             61             71              2             59        4.51821        2.03377        0.00000   2.10250E-001     1404.85877        0.00000        0.00000      335.59822   6.33210E-001      -12.72435       -1.00204   4.39609E-001        0.00000        0.00000  -3.27566E-002      545.83170     2506.92695     -103.17405  -3.73174E-001       12.00000   5.43245E-001        2.46853       54.21473       12.00000      661.24006     1404.85877   2.10250E-001  -1.88858E-001       12.00000   3.71178E-001        1.84949       11.74107       12.00000      536.67000     1397.66259     -103.27132  -3.66136E-001       12.00000   7.04686E-001        3.10948       50.66136       12.00000      547.54007     2842.52517     -103.17405  -3.75254E-001       12.00000   5.20738E-001        2.37343       55.08697       12.00000      661.24006     1404.85877   2.10250E-001  -1.88858E-001       12.00000   3.71178E-001        1.84949       11.74107       12.00000      536.67000     1397.66259     -103.27132  -3.66136E-001       12.00000   7.04686E-001        3.10948       50.66136       12.00000      536.67000     1397.66259     -103.27132  -3.66136E-001       12.00000   7.04686E-001        3.10948       50.66136       12.00000      547.54007     2842.52517     -103.17405  -3.75254E-001       12.00000   5.20738E-001        2.37343       55.08697       12.00000      545.83170     2506.92695     -103.17405  -3.73174E-001       12.00000   5.43245E-001        2.46853       54.21473       12.00000      661.24006     1404.85877   2.10250E-001  -1.88858E-001       12.00000   3.71178E-001        1.84949       11.74107       12.00000      547.54007     2842.52517     -103.17405  -3.75254E-001       12.00000   5.20738E-001        2.37343       55.08697       12.00000      545.83170     2506.92695     -103.17405  -3.73174E-001       12.00000   5.43245E-001        2.46853       54.21473       12.00000       -1.65148       -2.42623        2.03377        2.03377   1.28347E-001     3514.53564       52.77491       52.77491        1.39791       52.77491        2.03377   1.28347E-001       -1.65148       -2.42623        2.03377        2.03377       52.77491       52.77491        0.00000       -8.66119       -8.66119        0.00000      -12.72435      -12.72435     3575.00000           TEMP           None     -124.57006        0.00000    -1241.77889     -103.27132      536.67000     -999.00000        0.00000       -1.65148              0             61             71              2             59             71              0              1              0 
              1        0.00000             72              0             62             72              2             60        4.51724        2.03360        0.00000   1.89225E-001     1404.86481        0.00000        0.00000      335.60777   6.33082E-001      -12.72177       -1.00183   4.39555E-001        0.00000        0.00000  -3.27499E-002      545.83027     2506.69408     -103.17412  -3.73173E-001       12.00000   5.43263E-001        2.46860       54.21412       12.00000      661.18384     1404.86481   1.89225E-001  -1.88890E-001       12.00000   3.71270E-001        1.84988       11.74377       12.00000      536.67000     1397.66860     -103.27137  -3.66136E-001       12.00000   7.04683E-001        3.10947       50.66141       12.00000      547.53892     2842.30185     -103.17412  -3.75253E-001       12.00000   5.20751E-001        2.37349       55.08644       12.00000      661.18384     1404.86481   1.89225E-001  -1.88890E-001       12.00000   3.71270E-001        1.84988       11.74377       12.00000      536.67000     1397.66860     -103.27137  -3.66136E-001       12.00000   7.04683E-001        3.10947       50.66141       12.00000      536.67000     1397.66860     -103.27137  -3.66136E-001       12.00000   7.04683E-001        3.10947       50.66141       12.00000      547.53892     2842.30185     -103.17412  -3.75253E-001       12.00000   5.20751E-001        2.37349       55.08644       12.00000      545.83027     2506.69408     -103.17412  -3.73173E-001       12.00000   5.43263E-001        2.46860       54.21412       12.00000      661.18384     1404.86481   1.89225E-001  -1.88890E-001       12.00000   3.71270E-001        1.84988       11.74377       12.00000      547.53892     2842.30185     -103.17412  -3.75253E-001       12.00000   5.20751E-001        2.37349       55.08644       12.00000      545.83027     2506.69408     -103.17412  -3.73173E-001       12.00000   5.43263E-001        2.46860       54.21412       12.00000       -1.65123       -2.42585        2.03360        2.03360   1.28346E-001     3514.53564       52.77491       52.77491        1.39789       52.77491        2.03360   1.28346E-001       -1.65123       -2.42585        2.03360        2.03360       52.77491       52.77491        0.00000       -8.65944       -8.65944        0.00000      -12.72177      -12.72177     3575.00000           TEMP           None     -124.51384        0.00000    -1241.52718     -103.27137      536.67000     -999.00000        0.00000       -1.65123              0             62             72              2             60             72              0              1              0 
              1        0.00000             73              0             63             73              2             61        4.51637        2.03345        0.00000   1.70303E-001     1404.87023        0.00000        0.00000      335.61637   6.32966E-001      -12.71945       -1.00165   4.39506E-001        0.00000        0.00000  -3.27440E-002      545.82899     2506.48449     -103.17417  -3.73172E-001       12.00000   5.43279E-001        2.46867       54.21357       12.00000      661.13325     1404.87023   1.70303E-001  -1.88919E-001       12.00000   3.71353E-001        1.85024       11.74620       12.00000      536.67000     1397.67400     -103.27142  -3.66136E-001       12.00000   7.04681E-001        3.10946       50.66145       12.00000      547.53789     2842.10086     -103.17417  -3.75252E-001       12.00000   5.20763E-001        2.37354       55.08595       12.00000      661.13325     1404.87023   1.70303E-001  -1.88919E-001       12.00000   3.71353E-001        1.85024       11.74620       12.00000      536.67000     1397.67400     -103.27142  -3.66136E-001       12.00000   7.04681E-001        3.10946       50.66145       12.00000      536.67000     1397.67400     -103.27142  -3.66136E-001       12.00000   7.04681E-001        3.10946       50.66145       12.00000      547.53789     2842.10086     -103.17417  -3.75252E-001       12.00000   5.20763E-001        2.37354       55.08595       12.00000      545.82899     2506.48449     -103.17417  -3.73172E-001       12.00000   5.43279E-001        2.46867       54.21357       12.00000      661.13325     1404.87023   1.70303E-001  -1.88919E-001       12.00000   3.71353E-001        1.85024       11.74620       12.00000      547.53789     2842.10086     -103.17417  -3.75252E-001       12.00000   5.20763E-001        2.37354       55.08595       12.00000      545.82899     2506.48449     -103.17417  -3.73172E-001       12.00000   5.43279E-001        2.46867       54.21357       12.00000       -1.65099       -2.42551        2.03345        2.03345   1.28346E-001     3514.53564       52.77491       52.77491        1.39788       52.77491        2.03345   1.28346E-001       -1.65099       -2.42551        2.03345        2.03345       52.77491       52.77491        0.00000       -8.65786       -8.65786        0.00000      -12.71945      -12.71945     3575.00000           TEMP           None     -124.46325        0.00000    -1241.30063     -103.27142      536.67000     -999.00000        0.00000       -1.65099              0             63             73              2             61             73              0              1              0 
